,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
23347,48,State-gov,122066,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,35,United-States,>50K,179760
23348,27,State-gov,346406,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,50,United-States,<=50K,40685
23349,43,Private,117915,Advanced Degree,14,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,26743
23351,55,Private,255364,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,>50K,381165
23352,31,Private,703107,Highschool Graduate,9,Single,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,26589
23353,34,Private,62374,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,48,United-States,<=50K,44138
23354,34,Private,96245,Highschool Graduate,9,Divorced,Farming-fishing,Single,White,0,0,40,United-States,<=50K,11129
23355,37,Private,348796,Bachelors Degree,13,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,1352
23356,21,Private,136873,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,10,United-States,<=50K,27783
23357,35,Private,388252,Technical School,11,Married-civ-spouse,Adm-clerical,Married,Black,0,0,40,United-States,<=50K,43063
23359,40,Federal-gov,544792,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,<=50K,41939
23362,23,Private,233711,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,50,United-States,<=50K,30790
23363,30,Private,111567,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,48,United-States,<=50K,19303
23364,57,Private,79830,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,Asian-Pac-Islander,0,0,40,United-States,<=50K,27660
23365,34,Self-emp-not-inc,192259,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,35,United-States,>50K,165621
23366,24,Private,239663,Highschool Graduate,6,Married-civ-spouse,Other-service,Married,White,0,0,40,Mexico,<=50K,34674
23367,41,Local-gov,34987,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,35,United-States,>50K,315634
23368,38,Self-emp-not-inc,409189,Highschool Graduate,4,Married-civ-spouse,Sales,Married,White,0,0,40,Mexico,<=50K,18678
23370,43,Private,152159,Bachelors Degree,13,Married-civ-spouse,Machine-op-inspct,Married,Black,0,0,40,United-States,<=50K,12007
23372,35,Private,214816,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,460622
23373,42,Private,42907,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,48,United-States,<=50K,20390
23375,42,Private,127314,Bachelors Degree,13,Married-civ-spouse,Tech-support,Married,White,0,0,45,United-States,>50K,188071
23376,48,Private,395368,Bachelors Degree,10,Divorced,Handlers-cleaners,Single,Black,0,0,40,United-States,<=50K,26846
23378,37,Private,112660,Highschool Graduate,5,Divorced,Craft-repair,Single,White,0,0,35,United-States,<=50K,6858
23380,35,Private,434114,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,Mexico,<=50K,46338
23381,57,Private,190997,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,266328
23382,26,Private,335533,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,20,United-States,<=50K,10170
23383,26,Private,176146,Highschool Graduate,3,Separated,Craft-repair,Single,Other,0,0,35,Mexico,<=50K,45791
23384,19,Private,272063,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,35,United-States,<=50K,32188
23387,22,Private,175431,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,20,United-States,<=50K,6529
23389,72,Self-emp-not-inc,284120,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,13333
23390,36,Private,109133,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,33302
23392,76,Unknown,42209,Highschool Graduate,5,Widowed,Unknown,Single,White,0,0,25,United-States,<=50K,1364
23393,37,Private,282951,Highschool Graduate,9,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,38031
23394,42,Private,303155,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,336480
23395,44,Private,261899,Bachelors Degree,10,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,44,United-States,<=50K,33059
23396,53,State-gov,71417,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,23853
23397,28,Private,239130,Bachelors Degree,10,Single,Exec-managerial,Single,White,0,0,50,United-States,<=50K,31045
23398,69,Private,200560,Bachelors Degree,13,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,20,United-States,<=50K,43915
23399,20,Private,157541,Bachelors Degree,10,Single,Other-service,Single,White,0,0,27,United-States,<=50K,45723
23400,33,Private,255004,Bachelors Degree,10,Single,Sales,Single,White,0,0,50,United-States,<=50K,19454
23401,47,Private,230136,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,Black,0,0,60,United-States,>50K,170852
23402,22,Private,39615,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,45,United-States,<=50K,22698
23403,20,Private,47678,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,8216
23404,42,Local-gov,281315,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,50,United-States,<=50K,30417
23405,23,Private,176123,Highschool Graduate,9,Single,Tech-support,Single,Asian-Pac-Islander,0,0,40,Vietnam,<=50K,20772
23406,24,Unknown,165350,Highschool Graduate,9,Separated,Unknown,Single,Black,0,0,50,Germany,<=50K,6868
23408,41,Private,142579,Bachelors Degree,13,Widowed,Sales,Single,Black,0,0,50,United-States,<=50K,2355
23409,35,Private,38294,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,47117
23410,40,Private,111483,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,215824
23411,25,Private,189850,Bachelors Degree,10,Single,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,8847
23412,34,State-gov,145874,Advanced Degree,16,Married-civ-spouse,Tech-support,Married,Asian-Pac-Islander,0,0,20,China,<=50K,23850
23413,23,Private,139012,Technical School,11,Single,Transport-moving,Single,Asian-Pac-Islander,0,0,40,South,<=50K,40432
23414,30,Local-gov,211654,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,308425
23416,42,Unknown,195124,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,60,Dominican-Republic,<=50K,24644
23417,39,Private,32146,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,60,United-States,<=50K,37199
23418,52,Private,282674,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,Amer-Indian-Eskimo,0,0,40,United-States,>50K,274192
23419,42,Private,190403,Bachelors Degree,10,Separated,Exec-managerial,Single,White,0,0,60,Canada,<=50K,24931
23420,27,Private,198258,Bachelors Degree,13,Single,Sales,Single,White,0,0,35,United-States,<=50K,44625
23421,30,Self-emp-not-inc,172748,Highschool Graduate,4,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,1492
23422,58,Unknown,175017,Bachelors Degree,13,Divorced,Unknown,Single,White,0,0,25,United-States,<=50K,14297
23426,58,Self-emp-inc,174864,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,55,United-States,>50K,79624
23427,35,Private,30529,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,12869
23428,31,Private,301637,Technical School,11,Single,Farming-fishing,Single,White,0,0,40,United-States,<=50K,40113
23432,39,Private,193260,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,Asian-Pac-Islander,0,0,25,Mexico,<=50K,45738
23433,34,State-gov,278378,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,Black,0,0,40,United-States,<=50K,27034
23434,58,Private,111394,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,149472
23435,26,Private,102476,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,25,United-States,<=50K,11161
23436,29,Private,26451,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,29016
23437,67,Unknown,209137,Bachelors Degree,13,Married-civ-spouse,Unknown,Married,White,0,0,40,United-States,<=50K,29161
23439,62,Local-gov,115023,Bachelors Degree,10,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,12518
23440,54,Private,53833,Highschool Graduate,3,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,>50K,229437
23441,36,Private,150057,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,65,United-States,<=50K,18343
23442,18,Private,128086,Highschool Graduate,8,Single,Handlers-cleaners,Single,White,0,0,18,United-States,<=50K,29311
23443,25,Private,28473,Technical School,11,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,29281
23445,56,Private,165315,Highschool Graduate,6,Married-civ-spouse,Craft-repair,Married,White,0,0,70,Unknown,<=50K,4571
23448,59,Private,277034,Highschool Graduate,9,Divorced,Tech-support,Single,White,0,0,60,United-States,>50K,279514
23449,36,Private,166606,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,16855
23451,27,Private,136094,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,42256
23453,30,Private,182771,Bachelors Degree,13,Single,Other-service,Single,Asian-Pac-Islander,0,0,15,China,<=50K,30630
23455,39,Private,106961,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,444820
23456,31,Private,81846,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,Asian-Pac-Islander,0,0,40,United-States,<=50K,5401
23459,28,Private,595088,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,63,United-States,<=50K,30163
23460,38,Private,149018,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,40754
23462,44,Private,33521,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,450982
23464,31,Private,193215,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Single,White,0,0,50,United-States,<=50K,48437
23466,43,Self-emp-inc,104892,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,45,United-States,<=50K,15077
23467,30,Private,149427,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,35,United-States,<=50K,39091
23469,36,Private,183279,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,33959
23470,19,Unknown,225775,Bachelors Degree,10,Single,Unknown,Single,White,0,0,40,United-States,<=50K,37060
23472,36,Private,123151,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,White,0,0,60,United-States,<=50K,34020
23474,42,Federal-gov,33521,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,<=50K,20043
23476,38,Private,164898,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,12621
23477,33,State-gov,290614,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,<=50K,34073
23478,52,Self-emp-not-inc,199265,Highschool Graduate,9,Divorced,Craft-repair,Single,Black,0,0,40,United-States,<=50K,25799
23479,30,Private,207668,Bachelors Degree,10,Single,Sales,Single,White,0,0,30,United-States,<=50K,3133
23480,18,State-gov,30687,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,10,United-States,<=50K,3947
23481,24,State-gov,27939,Bachelors Degree,10,Married-civ-spouse,Other-service,Married,Asian-Pac-Islander,0,0,24,Unknown,<=50K,10364
23482,17,Private,438996,Highschool Graduate,6,Single,Other-service,Single,White,0,0,40,Mexico,<=50K,9364
23484,66,Unknown,186030,Highschool Graduate,4,Married-civ-spouse,Unknown,Married,White,0,0,32,United-States,<=50K,30696
23486,55,Private,171242,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,60,United-States,>50K,132203
23489,44,Private,167725,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,24,United-States,<=50K,33191
23493,23,Private,204641,Highschool Graduate,6,Single,Handlers-cleaners,Single,White,0,0,50,United-States,<=50K,7612
23495,29,Private,54932,Bachelors Degree,10,Divorced,Craft-repair,Single,White,0,0,35,United-States,>50K,203007
23496,54,Self-emp-not-inc,91506,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,65,United-States,<=50K,11657
23498,30,Private,227146,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,146158
23499,59,Private,135647,Highschool Graduate,7,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,<=50K,40319
23501,37,Private,174912,Highschool Graduate,9,Separated,Craft-repair,Single,White,0,0,40,United-States,<=50K,22487
23502,45,Private,175925,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,20523
23503,49,Local-gov,329144,Bachelors Degree,10,Married-civ-spouse,Protective-serv,Married,White,0,0,44,United-States,>50K,363628
23504,67,Unknown,81761,Advanced Degree,14,Married-civ-spouse,Unknown,Married,White,0,0,2,United-States,<=50K,12616
23505,49,Self-emp-not-inc,102318,Technical School,12,Divorced,Exec-managerial,Single,White,0,0,25,United-States,<=50K,29573
23506,30,Federal-gov,266463,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,326877
23509,33,Private,124052,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,27177
23510,25,Private,144301,Bachelors Degree,10,Single,Sales,Single,White,0,0,42,United-States,<=50K,28049
23511,28,Private,176683,Technical School,11,Married-civ-spouse,Tech-support,Married,White,0,0,70,United-States,>50K,160546
23512,23,Private,234663,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,14557
23514,37,Self-emp-not-inc,607848,Bachelors Degree,13,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,351585
23516,32,Federal-gov,83413,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,White,0,0,35,United-States,>50K,476629
23518,57,Federal-gov,192258,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,38402
23519,36,Private,112497,Highschool Graduate,5,Married-civ-spouse,Sales,Single,White,0,0,50,United-States,>50K,364836
23520,30,Private,97521,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,>50K,471223
23521,27,Private,160972,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,<=50K,20040
23522,21,Private,322931,Bachelors Degree,10,Single,Craft-repair,Single,White,0,0,55,United-States,<=50K,19007
23523,22,Private,403519,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,24163
23524,43,Local-gov,330174,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,30460
23525,20,Private,278155,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,14503
23526,30,Private,39054,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,65,United-States,>50K,331365
23527,57,Private,170287,Advanced Degree,14,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,>50K,224241
23530,44,Local-gov,433705,Highschool Graduate,9,Married-civ-spouse,Protective-serv,Married,White,0,0,52,United-States,>50K,159637
23532,42,Private,165599,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,>50K,427352
23533,26,Private,159759,Bachelors Degree,13,Single,Other-service,Single,White,0,0,40,United-States,<=50K,11371
23535,42,Private,188808,Bachelors Degree,13,Divorced,Adm-clerical,Single,White,0,0,30,United-States,<=50K,20223
23536,30,Private,167476,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,17869
23538,59,Private,182460,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,30,United-States,>50K,240362
23539,21,Unknown,102323,Bachelors Degree,10,Single,Unknown,Single,White,0,0,30,United-States,<=50K,46545
23540,56,Private,232139,Highschool Graduate,9,Divorced,Transport-moving,Single,White,0,0,40,United-States,<=50K,30265
23542,21,Private,206008,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,50,United-States,<=50K,49973
23543,48,Private,344415,Bachelors Degree,13,Married-spouse-absent,Prof-specialty,Single,White,0,0,37,United-States,>50K,147274
23544,35,State-gov,372130,Highschool Graduate,9,Married-civ-spouse,Protective-serv,Married,Black,0,0,40,United-States,<=50K,40093
23545,43,Private,27766,Bachelors Degree,13,Separated,Exec-managerial,Single,White,0,0,60,United-States,>50K,221319
23547,17,Unknown,161259,Highschool Graduate,6,Single,Unknown,Single,White,0,0,12,United-States,<=50K,32320
23548,41,Private,22201,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,Asian-Pac-Islander,0,0,40,Japan,>50K,460332
23549,35,Self-emp-inc,187046,Advanced Degree,14,Married-civ-spouse,Adm-clerical,Married,White,0,0,50,United-States,<=50K,33316
23550,22,Private,137591,Bachelors Degree,10,Single,Sales,Single,White,0,0,35,United-States,<=50K,19785
23554,44,Local-gov,190020,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,<=50K,22618
23556,39,Self-emp-not-inc,52187,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,23879
23557,59,Private,158776,Highschool Graduate,5,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,24707
23558,34,Local-gov,51543,Bachelors Degree,10,Single,Other-service,Single,White,0,0,48,United-States,<=50K,19895
23560,31,Private,397467,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,20823
23561,59,Private,105592,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,12,United-States,<=50K,19972
23563,46,State-gov,55377,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,Black,0,0,40,United-States,>50K,490432
23565,18,Private,219841,Highschool Graduate,7,Single,Handlers-cleaners,Single,White,0,0,12,United-States,<=50K,24042
23566,46,Private,156926,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,>50K,358245
23567,55,Private,160362,Bachelors Degree,13,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,250501
23568,48,Private,192161,Bachelors Degree,13,Divorced,Handlers-cleaners,Single,White,0,0,43,United-States,<=50K,33141
23570,44,Self-emp-not-inc,182771,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,Asian-Pac-Islander,0,0,48,South,>50K,349303
23571,43,Private,151089,Bachelors Degree,10,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,46083
23574,27,Private,217530,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,Mexico,<=50K,3105
23578,40,Self-emp-inc,144371,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Married,White,0,0,15,United-States,<=50K,21085
23579,55,Private,277034,Bachelors Degree,10,Divorced,Protective-serv,Single,White,0,0,40,United-States,<=50K,41696
23581,26,Private,200681,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,23227
23582,54,State-gov,119565,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,Puerto-Rico,>50K,92028
23583,22,Private,192017,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,39391
23585,33,Private,100154,Highschool Graduate,6,Separated,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,29474
23586,42,Private,169383,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,124392
23587,19,Without-pay,43887,Highschool Graduate,9,Single,Farming-fishing,Single,White,0,0,10,United-States,<=50K,11712
23588,45,Private,54260,Bachelors Degree,10,Divorced,Craft-repair,Single,White,0,0,99,United-States,<=50K,17735
23589,25,Private,476334,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,47414
23590,90,Private,52386,Bachelors Degree,13,Single,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,United-States,<=50K,12969
23592,45,Private,172960,Bachelors Degree,10,Divorced,Protective-serv,Single,White,0,0,70,United-States,<=50K,39371
23593,47,Private,191957,Highschool Graduate,9,Married-civ-spouse,Sales,Married,Black,0,0,40,United-States,>50K,236916
23594,38,Local-gov,40955,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,43,United-States,<=50K,33761
23595,37,Private,175643,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,30,United-States,<=50K,23628
23596,53,State-gov,197184,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,70,United-States,>50K,107307
23597,56,Private,187295,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,398787
23598,18,Private,40822,Highschool Graduate,7,Single,Handlers-cleaners,Single,White,0,0,15,United-States,<=50K,46953
23599,44,Private,228729,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,Black,0,0,40,Unknown,<=50K,8510
23601,26,Private,51961,Bachelors Degree,13,Single,Adm-clerical,Single,Black,0,0,20,United-States,<=50K,19210
23605,38,Self-emp-not-inc,30916,Technical School,12,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,<=50K,19989
23607,46,Private,167915,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,45257
23608,37,Private,98776,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,15,United-States,<=50K,3863
23610,38,Private,183800,Technical School,12,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,23230
23613,50,Private,126566,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,Black,0,0,40,United-States,<=50K,28026
23614,34,Self-emp-not-inc,527162,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,30,United-States,<=50K,30608
23616,23,Private,64520,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,30,United-States,<=50K,47973
23617,50,Private,97741,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,45,United-States,>50K,163445
23618,17,Private,350995,Highschool Graduate,8,Single,Other-service,Single,White,0,0,16,United-States,<=50K,27094
23622,50,Private,172175,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,>50K,314998
23625,31,Local-gov,204470,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,43,United-States,<=50K,3692
23626,45,Private,353012,Highschool Graduate,9,Divorced,Transport-moving,Single,White,0,0,40,United-States,<=50K,44261
23627,25,Private,194342,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,39777
23628,20,Private,57898,Highschool Graduate,8,Single,Farming-fishing,Single,White,0,0,40,United-States,<=50K,37922
23630,42,Private,269028,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,France,<=50K,30599
23631,56,Private,83922,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,225319
23636,56,Self-emp-not-inc,66356,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,50,United-States,<=50K,19871
23639,39,Private,98776,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,0,50,United-States,>50K,390336
23640,35,Self-emp-not-inc,32528,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,50,United-States,<=50K,41479
23642,40,Self-emp-inc,193524,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,>50K,469152
23643,59,State-gov,192258,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,198624
23645,42,Federal-gov,214838,Highschool Graduate,9,Married-civ-spouse,Tech-support,Married,White,0,0,30,United-States,>50K,87173
23646,59,Private,176011,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,8264
23647,54,Self-emp-inc,147239,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,0,0,60,United-States,>50K,215725
23648,53,Private,155963,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,30,United-States,<=50K,3223
23650,54,Federal-gov,114674,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,142870
23651,41,Self-emp-not-inc,95708,Advanced Degree,14,Single,Exec-managerial,Single,Asian-Pac-Islander,0,0,45,United-States,>50K,115453
23654,22,Private,162667,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,50,Portugal,<=50K,44117
23655,29,Private,180758,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,31484
23661,42,State-gov,148316,Technical School,11,Married-civ-spouse,Protective-serv,Married,White,0,0,40,United-States,>50K,221740
23662,42,Private,227466,Highschool Graduate,9,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,32860
23663,19,Private,68552,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,30,United-States,<=50K,49172
23666,53,Private,304353,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,36,United-States,>50K,215466
23668,24,Private,205839,Bachelors Degree,10,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,17672
23672,37,Self-emp-not-inc,138940,Highschool Graduate,7,Single,Farming-fishing,Single,White,0,0,37,United-States,<=50K,44893
23673,26,Self-emp-not-inc,258306,Highschool Graduate,6,Married-civ-spouse,Farming-fishing,Married,White,0,0,99,United-States,<=50K,7615
23674,52,Private,152373,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,40391
23675,50,Local-gov,141875,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,18933
23676,32,Private,157289,Highschool Graduate,9,Married-spouse-absent,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,22831
23677,37,Private,184498,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,37946
23678,47,Private,199832,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,46032
23679,47,Private,23545,Bachelors Degree,10,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,39135
23682,61,Self-emp-not-inc,315977,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,Black,0,0,40,United-States,<=50K,11090
23683,47,Private,202322,Highschool Graduate,3,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,Mexico,<=50K,10570
23686,56,Local-gov,216824,Technical School,15,Married-civ-spouse,Adm-clerical,Married,Asian-Pac-Islander,0,0,40,Philippines,>50K,186214
23688,30,Private,137076,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,>50K,254766
23689,36,Private,152621,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,Canada,>50K,469157
23690,42,Self-emp-not-inc,27242,Highschool Graduate,7,Married-civ-spouse,Farming-fishing,Married,White,0,0,60,United-States,<=50K,9161
