,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
25509,31,Private,403468,Bachelors Degree,10,Separated,Other-service,Single,White,0,0,50,Mexico,<=50K,17201
25510,33,Private,112900,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,40912
25511,58,Private,242670,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,33755
25515,39,Private,22494,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,4760
25517,22,Private,239098,Highschool Graduate,9,Single,Other-service,Single,White,0,0,40,United-States,<=50K,8656
25518,27,Private,167501,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,39476
25521,33,Self-emp-not-inc,134886,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,>50K,137783
25523,26,Private,196899,Technical School,12,Separated,Craft-repair,Single,Other,0,0,40,United-States,<=50K,43605
25527,32,Private,98656,Advanced Degree,14,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,7567
25528,19,State-gov,194260,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,15,United-States,<=50K,1993
25530,31,Private,234976,Highschool Graduate,7,Single,Adm-clerical,Single,White,0,0,48,United-States,<=50K,32064
25531,29,Private,349116,Highschool Graduate,9,Separated,Sales,Single,White,0,0,25,United-States,<=50K,20314
25532,39,Private,175390,Highschool Graduate,9,Single,Sales,Single,Black,0,0,40,United-States,<=50K,13649
25533,26,Private,214637,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,35,United-States,<=50K,49243
25535,52,Private,98752,Highschool Graduate,5,Widowed,Adm-clerical,Single,White,0,0,40,United-States,<=50K,12166
25536,50,Local-gov,218382,Bachelors Degree,10,Divorced,Other-service,Single,Black,0,0,40,United-States,<=50K,47915
25542,41,Unknown,152880,Highschool Graduate,9,Divorced,Unknown,Single,Black,0,0,28,United-States,<=50K,1861
25553,48,Private,47686,Highschool Graduate,7,Married-civ-spouse,Other-service,Married,White,0,0,40,United-States,<=50K,5019
25554,31,Private,193132,Bachelors Degree,13,Single,Tech-support,Single,White,0,0,42,United-States,<=50K,2621
25556,30,Private,101283,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,40272
25561,20,Private,138938,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,10,United-States,<=50K,13848
25567,21,Private,113106,Bachelors Degree,10,Single,Other-service,Single,White,0,0,30,United-States,<=50K,20706
25568,57,Private,89182,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,0,0,40,United-States,<=50K,45411
25570,28,Private,177955,Highschool Graduate,7,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,Mexico,<=50K,33201
25573,45,Private,199625,Bachelors Degree,10,Divorced,Prof-specialty,Single,White,0,0,20,United-States,<=50K,7781
25574,22,Private,213902,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,Mexico,<=50K,39618
25575,38,Private,208379,Bachelors Degree,13,Single,Machine-op-inspct,Single,White,0,0,8,United-States,<=50K,16883
25576,37,Private,113120,Technical School,11,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,25189
25580,30,Private,231620,Bachelors Degree,13,Single,Sales,Single,White,0,0,40,Mexico,<=50K,17827
25583,48,Private,176732,Highschool Graduate,5,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,18648
25585,46,Private,551962,Highschool Graduate,9,Separated,Handlers-cleaners,Single,White,0,0,50,Peru,<=50K,38864
25591,50,Private,192964,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,65,United-States,<=50K,37781
25593,18,Private,120029,Highschool Graduate,9,Single,Other-service,Single,White,0,0,40,United-States,<=50K,38902
25597,23,Local-gov,220912,Bachelors Degree,13,Single,Prof-specialty,Single,Black,0,0,40,United-States,<=50K,17773
25599,46,Private,140782,Technical School,12,Divorced,Prof-specialty,Single,White,0,0,50,United-States,<=50K,5693
25602,37,State-gov,108293,Technical School,12,Divorced,Prof-specialty,Single,White,0,0,38,United-States,<=50K,14480
25605,51,Local-gov,143865,Highschool Graduate,6,Widowed,Other-service,Single,White,0,0,24,United-States,<=50K,46722
25610,53,Private,182855,Highschool Graduate,6,Divorced,Adm-clerical,Single,White,0,0,48,United-States,<=50K,35182
25612,18,Private,83451,Highschool Graduate,9,Single,Other-service,Single,White,0,0,30,United-States,<=50K,6592
25615,26,Private,134888,Bachelors Degree,13,Single,Tech-support,Single,White,0,0,35,United-States,<=50K,6645
25616,20,Private,745817,Bachelors Degree,10,Single,Tech-support,Single,White,0,0,15,United-States,<=50K,11791
25617,41,Private,88368,Highschool Graduate,9,Single,Sales,Single,White,0,0,50,United-States,<=50K,7052
25619,22,Private,363219,Bachelors Degree,10,Single,Other-service,Single,White,0,0,20,United-States,<=50K,11886
25621,35,Private,150042,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,220639
25622,34,Private,48014,Bachelors Degree,13,Separated,Exec-managerial,Single,White,0,0,35,United-States,<=50K,27781
25623,29,Local-gov,177398,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,182554
25627,21,Private,178255,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,30,Columbia,<=50K,5677
25631,35,Unknown,226379,Highschool Graduate,9,Married-civ-spouse,Unknown,Single,White,0,0,25,United-States,<=50K,22432
25635,45,Private,98765,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,Canada,<=50K,10704
25636,29,Private,192283,Bachelors Degree,10,Single,Other-service,Single,White,0,0,20,United-States,<=50K,17967
25637,29,State-gov,271012,Highschool Graduate,6,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,16203
25638,33,Private,189265,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,34443
25640,52,Private,177465,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,25,United-States,<=50K,23342
25641,24,Private,127647,Bachelors Degree,10,Separated,Adm-clerical,Single,White,0,0,35,United-States,<=50K,16666
25644,33,Private,284531,Bachelors Degree,13,Single,Sales,Single,White,0,0,40,United-States,<=50K,30513
25648,32,Private,328199,Technical School,11,Single,Tech-support,Single,White,0,0,64,United-States,<=50K,33151
25655,38,Private,205359,Highschool Graduate,7,Married-civ-spouse,Adm-clerical,Married,White,0,0,32,United-States,<=50K,39865
25658,32,Private,105650,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,394804
25659,46,Private,191204,Technical School,11,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,41407
25662,57,Self-emp-not-inc,152030,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,25,United-States,>50K,166618
25663,47,Private,227310,Bachelors Degree,10,Divorced,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,8495
25670,23,Private,186014,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,15,United-States,<=50K,3843
25672,35,Federal-gov,84848,Bachelors Degree,10,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,48603
25677,24,Private,258730,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,Japan,<=50K,38176
25681,24,Unknown,32616,Bachelors Degree,13,Divorced,Unknown,Single,White,0,0,40,United-States,<=50K,2935
25688,34,Unknown,268127,Highschool Graduate,8,Separated,Unknown,Single,Black,0,0,40,United-States,<=50K,7442
25691,20,Private,250630,Bachelors Degree,10,Single,Sales,Single,White,0,0,20,United-States,<=50K,24748
25692,31,Private,150441,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,50,United-States,<=50K,21807
25693,37,Private,189251,Advanced Degree,16,Separated,Prof-specialty,Single,White,0,0,40,United-States,<=50K,16793
25697,36,Self-emp-not-inc,167691,Bachelors Degree,10,Single,Other-service,Single,White,0,0,50,United-States,<=50K,40683
25701,22,Private,175883,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,36481
25705,57,Private,78707,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,35970
25707,37,Local-gov,196529,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,45,United-States,>50K,362856
25709,17,Private,153021,Highschool Graduate,8,Single,Sales,Single,White,0,0,20,United-States,<=50K,44376
25710,36,Local-gov,331902,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,35,United-States,<=50K,11538
25714,47,Self-emp-inc,206947,Technical School,12,Widowed,Exec-managerial,Single,White,0,0,67,United-States,<=50K,20146
25715,29,State-gov,159782,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,0,0,45,United-States,>50K,81735
25716,19,Private,410543,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,3595
25719,43,Federal-gov,95902,Technical School,12,Married-civ-spouse,Prof-specialty,Married,Black,0,0,40,United-States,<=50K,23332
25721,42,Private,236323,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,29428
25723,40,Private,142886,Bachelors Degree,13,Widowed,Exec-managerial,Single,White,0,0,40,United-States,<=50K,24468
25724,44,Private,77313,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,38,United-States,<=50K,35640
25725,17,Unknown,212125,Highschool Graduate,6,Single,Unknown,Single,White,0,0,20,United-States,<=50K,45287
25726,36,Private,187098,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,3414
25727,19,Private,196857,Bachelors Degree,10,Single,Sales,Single,White,0,0,20,United-States,<=50K,45088
25728,53,Local-gov,155314,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,429571
25731,33,Private,178587,Bachelors Degree,10,Separated,Prof-specialty,Single,White,0,0,37,United-States,<=50K,5857
25733,17,Unknown,145258,Highschool Graduate,7,Single,Unknown,Single,White,0,0,25,United-States,<=50K,41460
25736,33,Private,134886,Highschool Graduate,9,Single,Sales,Single,White,0,0,20,United-States,<=50K,8398
25739,27,Private,230563,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,49947
25741,22,Private,117363,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,35,United-States,<=50K,17401
25746,49,Private,188515,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,49164
25748,31,Private,178506,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,29223
25750,25,Private,165315,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,37,United-States,<=50K,29575
25751,18,Unknown,172214,Highschool Graduate,9,Single,Unknown,Single,Black,0,0,20,United-States,<=50K,48786
25752,19,Private,63434,Highschool Graduate,8,Single,Farming-fishing,Single,White,0,0,30,United-States,<=50K,12605
25754,28,Private,133043,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,50,United-States,<=50K,21029
25757,45,Self-emp-not-inc,364365,Bachelors Degree,13,Single,Sales,Single,White,0,0,35,United-States,<=50K,40573
25760,32,Private,171637,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,41659
25762,24,Private,107801,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,30577
25764,32,Private,168981,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,35,United-States,<=50K,7206
25766,31,Private,310773,Bachelors Degree,10,Separated,Sales,Single,White,0,0,40,Mexico,<=50K,6249
25767,21,Private,197050,Bachelors Degree,10,Single,Other-service,Single,White,0,0,35,United-States,<=50K,40056
25780,18,Private,89419,Highschool Graduate,9,Single,Tech-support,Single,White,0,0,10,United-States,<=50K,38879
25781,23,Private,119704,Bachelors Degree,10,Separated,Sales,Single,White,0,0,40,United-States,<=50K,35953
25783,34,Private,182714,Highschool Graduate,9,Separated,Other-service,Single,White,0,0,35,Unknown,<=50K,11833
25786,39,Private,158956,Bachelors Degree,10,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,46503
25790,34,Private,203463,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,32373
25793,24,Unknown,174182,Highschool Graduate,7,Married-civ-spouse,Unknown,Married,Other,0,0,24,United-States,<=50K,39133
25794,54,Private,220055,Bachelors Degree,13,Widowed,Sales,Single,White,0,0,40,United-States,<=50K,6682
25797,37,Private,89559,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,47560
25798,47,Private,161950,Bachelors Degree,13,Divorced,Other-service,Single,White,0,0,25,Germany,<=50K,21021
25799,51,Private,131068,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,2272
25801,19,Private,175507,Highschool Graduate,9,Single,Other-service,Single,White,0,0,30,United-States,<=50K,2758
25804,51,Private,21698,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,26525
25805,45,Self-emp-not-inc,328051,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,60,United-States,<=50K,35483
25806,59,Private,121865,Highschool Graduate,9,Divorced,Other-service,Single,Black,0,0,40,United-States,<=50K,47224
25809,20,Unknown,189740,Bachelors Degree,10,Single,Unknown,Single,White,0,0,32,United-States,<=50K,8682
25810,29,Local-gov,188909,Bachelors Degree,13,Single,Prof-specialty,Single,Black,0,0,42,United-States,<=50K,31014
25811,28,Private,213081,Highschool Graduate,7,Single,Other-service,Single,Black,0,0,40,Jamaica,<=50K,27524
25812,18,Self-emp-not-inc,157131,Highschool Graduate,7,Single,Sales,Single,White,0,0,40,United-States,<=50K,13073
25813,49,Private,98010,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,50,United-States,<=50K,20264
25816,56,Private,266091,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,45,Mexico,<=50K,38657
25817,41,Private,106627,Technical School,12,Divorced,Exec-managerial,Single,Black,0,0,50,United-States,<=50K,14535
25819,62,Private,201928,Highschool Graduate,9,Widowed,Craft-repair,Single,Black,0,0,40,United-States,<=50K,17285
25820,19,Private,128346,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,31950
25821,29,Private,197288,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,Black,0,0,40,United-States,<=50K,11859
25822,20,Unknown,169184,Bachelors Degree,10,Single,Unknown,Single,Black,0,0,40,United-States,<=50K,11924
25827,18,Private,111256,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,20,United-States,<=50K,8415
25829,26,Self-emp-inc,266639,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,40494
25833,28,Unknown,30237,Bachelors Degree,10,Single,Unknown,Single,White,0,0,40,United-States,<=50K,23897
25835,37,Private,280500,Bachelors Degree,10,Single,Tech-support,Single,Black,0,0,40,United-States,<=50K,35952
25838,50,Private,23686,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Single,White,0,0,35,United-States,>50K,226591
25842,20,Private,196745,Bachelors Degree,10,Single,Other-service,Single,White,0,0,16,United-States,<=50K,49856
25843,29,Private,79481,Bachelors Degree,10,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,34042
25844,21,Unknown,116934,Bachelors Degree,10,Single,Unknown,Single,White,0,0,40,United-States,<=50K,47757
25845,34,Private,100950,Technical School,11,Single,Prof-specialty,Single,White,0,0,40,Germany,<=50K,12416
25847,18,Private,186954,Highschool Graduate,7,Single,Other-service,Single,White,0,0,20,United-States,<=50K,48590
25848,22,Private,264874,Bachelors Degree,10,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,22494
25849,39,State-gov,183092,Advanced Degree,16,Divorced,Prof-specialty,Single,White,0,0,40,United-States,>50K,368032
25864,31,Private,259705,Highschool Graduate,9,Single,Farming-fishing,Single,White,0,0,40,United-States,<=50K,6835
25865,57,Private,24384,Highschool Graduate,4,Widowed,Other-service,Single,White,0,0,10,United-States,<=50K,29032
25868,23,Private,52566,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,46973
25869,47,Private,266275,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,41795
25872,20,Local-gov,163965,Highschool Graduate,9,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,14721
25874,27,Private,172009,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,18892
25876,45,Private,246392,Highschool Graduate,9,Single,Priv-house-serv,Single,Black,0,0,30,United-States,<=50K,25810
25877,53,Private,167033,Bachelors Degree,10,Single,Exec-managerial,Single,Black,0,0,40,United-States,<=50K,25154
25888,35,Private,198202,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,54,United-States,<=50K,8872
25889,27,Local-gov,170504,Bachelors Degree,13,Single,Transport-moving,Single,White,0,0,40,United-States,<=50K,41584
25893,69,Unknown,148694,Highschool Graduate,9,Divorced,Unknown,Single,White,0,0,40,United-States,<=50K,16796
25894,69,Unknown,180187,Technical School,12,Widowed,Unknown,Single,White,0,0,6,Italy,<=50K,35629
25895,36,State-gov,168894,Technical School,11,Married-spouse-absent,Protective-serv,Single,White,0,0,40,Germany,<=50K,34042
25898,58,Private,97562,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,38,United-States,<=50K,23459
25900,39,Private,139647,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,0,56,United-States,<=50K,27125
25901,50,Local-gov,320386,Technical School,12,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,28216
25902,35,Private,32126,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,49625
25905,54,Private,103580,Technical School,12,Divorced,Exec-managerial,Single,White,0,0,55,United-States,>50K,125055
25906,42,Private,245565,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,12,England,<=50K,39745
25907,32,Private,39223,Highschool Graduate,6,Separated,Craft-repair,Single,Black,0,0,40,Unknown,<=50K,47039
25913,43,Private,102114,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,40,United-States,<=50K,44541
25916,51,Private,355551,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,45,Mexico,<=50K,9005
25919,21,Private,184543,Highschool Graduate,9,Single,Sales,Single,White,0,0,40,United-States,<=50K,17896
25922,28,Private,130067,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,213414
25924,32,Private,232855,Highschool Graduate,9,Single,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,15946
25925,55,Local-gov,171328,Bachelors Degree,10,Married-spouse-absent,Adm-clerical,Single,Black,0,0,35,United-States,<=50K,45401
25926,64,Private,144182,Highschool Graduate,9,Widowed,Prof-specialty,Single,White,0,0,23,United-States,<=50K,17244
25929,58,Private,209438,Bachelors Degree,10,Divorced,Other-service,Single,Black,0,0,40,United-States,<=50K,28554
25931,31,Private,446512,Bachelors Degree,10,Separated,Other-service,Single,Black,0,0,40,United-States,<=50K,4118
25932,31,Federal-gov,113688,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,38989
25933,39,Private,333305,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,45,United-States,>50K,218067
25934,19,Private,118535,Highschool Graduate,8,Single,Sales,Single,White,0,0,18,United-States,<=50K,37528
25935,56,Private,76142,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,7440
25940,39,Private,56118,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,11388
25944,29,Private,196243,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,1504
25945,18,Private,189487,Bachelors Degree,10,Single,Sales,Single,White,0,0,35,United-States,<=50K,3909
25948,48,Private,70209,Bachelors Degree,10,Divorced,Prof-specialty,Single,White,0,0,20,United-States,<=50K,23350
25950,25,Private,178478,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,40423
25953,67,Private,165082,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,38,United-States,<=50K,17206
25955,47,Private,374580,Highschool Graduate,9,Separated,Sales,Single,White,0,0,52,United-States,<=50K,1451
25956,36,Unknown,187983,Highschool Graduate,9,Single,Unknown,Single,White,0,0,40,United-States,<=50K,37413
25957,25,Private,259300,Bachelors Degree,13,Single,Sales,Single,White,0,0,16,United-States,<=50K,32744
25965,43,Private,105936,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,35,United-States,>50K,454836
25968,22,Private,229456,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,35,United-States,<=50K,43572
25970,44,Private,106698,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,43114
25972,53,Private,295520,Highschool Graduate,5,Widowed,Sales,Single,Black,0,0,25,United-States,<=50K,30610
25977,50,Private,280278,Highschool Graduate,9,Widowed,Prof-specialty,Single,Black,0,0,40,United-States,<=50K,36986
25982,34,Private,97355,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,60,United-States,<=50K,44645
25986,33,Private,121488,Bachelors Degree,13,Single,Sales,Single,White,0,0,40,United-States,<=50K,32028
25987,57,State-gov,283635,Bachelors Degree,10,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,24730
25990,28,Private,31935,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,11784
25996,33,Private,278514,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,42,United-States,<=50K,41051
25998,25,Private,258379,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,32,United-States,<=50K,15924
25999,44,Private,162028,Highschool Graduate,7,Divorced,Sales,Single,White,0,0,44,United-States,<=50K,35751
26011,22,Private,496856,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,19139
26012,44,Private,194049,Bachelors Degree,10,Divorced,Other-service,Single,Black,0,0,35,United-States,<=50K,40991
26013,30,Private,299223,Bachelors Degree,10,Divorced,Sales,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,3634
26014,66,Private,174788,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,20,United-States,<=50K,3836
26017,34,Private,271933,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,9348
26026,20,Private,215495,Highschool Graduate,5,Single,Exec-managerial,Single,White,0,0,40,Mexico,<=50K,43395
26029,33,Unknown,211699,Bachelors Degree,10,Divorced,Unknown,Single,White,0,0,40,United-States,<=50K,6677
26031,65,Private,153522,Highschool Graduate,9,Widowed,Other-service,Single,White,0,0,17,United-States,<=50K,10074
26034,18,Private,162840,Highschool Graduate,8,Single,Sales,Single,White,0,0,20,United-States,<=50K,46094
26038,33,Private,245659,Bachelors Degree,10,Separated,Other-service,Single,White,0,0,38,El-Salvador,<=50K,40919
26040,47,Private,104068,Highschool Graduate,9,Divorced,Prof-specialty,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,32870
26041,30,Private,337908,Technical School,12,Married-civ-spouse,Adm-clerical,Married,Black,0,0,20,United-States,<=50K,7066
26049,18,Unknown,67793,Highschool Graduate,9,Single,Unknown,Single,White,0,0,60,United-States,<=50K,45021
26050,27,Private,289147,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,22095
26059,59,Private,205949,Highschool Graduate,9,Separated,Craft-repair,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,7516
26060,70,Private,90245,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,0,0,5,United-States,<=50K,21242
26062,39,Private,126494,Highschool Graduate,9,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,43046
26064,33,Private,1161363,Bachelors Degree,10,Separated,Tech-support,Single,White,0,0,50,Columbia,<=50K,45028
26067,74,Private,260669,Highschool Graduate,6,Divorced,Other-service,Single,White,0,0,1,United-States,<=50K,24503
26075,46,Private,121168,Highschool Graduate,9,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,29142
26079,31,State-gov,63704,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,4247
26082,28,Private,56340,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,20,United-States,<=50K,20770
26083,21,Private,221157,Highschool Graduate,9,Single,Other-service,Single,Black,0,0,30,United-States,<=50K,29782
26085,56,Local-gov,435836,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,13030
26086,22,Unknown,61499,Highschool Graduate,9,Single,Unknown,Single,White,0,0,40,United-States,<=50K,44652
26087,48,Private,209182,Highschool Graduate,1,Separated,Other-service,Single,White,0,0,40,El-Salvador,<=50K,31319
26095,35,Private,208165,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,50,United-States,<=50K,10585
26096,39,Private,318416,Highschool Graduate,6,Separated,Other-service,Single,Black,0,0,12,United-States,<=50K,7081
26098,23,Private,69911,Highschool Graduate,1,Single,Other-service,Single,White,0,0,15,United-States,<=50K,38564
26100,25,Local-gov,295289,Highschool Graduate,9,Single,Prof-specialty,Single,Black,0,0,40,United-States,<=50K,32080
26104,37,Private,178100,Advanced Degree,14,Single,Exec-managerial,Single,White,0,0,40,United-States,>50K,251439
26106,21,Private,176178,Bachelors Degree,10,Single,Sales,Single,White,0,0,16,United-States,<=50K,36256
26107,25,State-gov,180884,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,Black,0,0,40,United-States,<=50K,33366
26108,61,State-gov,130466,Highschool Graduate,9,Widowed,Adm-clerical,Single,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,10830
26110,24,Private,176321,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,4961
26113,49,Self-emp-not-inc,215096,Highschool Graduate,5,Divorced,Other-service,Single,White,0,0,20,United-States,<=50K,39968
26114,41,Local-gov,177599,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,35,United-States,<=50K,44186
26115,33,Private,123920,Bachelors Degree,10,Single,Exec-managerial,Single,Black,0,0,40,United-States,<=50K,18465
26119,24,Private,134787,Bachelors Degree,10,Single,Sales,Single,White,0,0,40,United-States,<=50K,18210
26131,40,Self-emp-not-inc,406811,Bachelors Degree,10,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,181441
26133,19,Private,361341,Highschool Graduate,8,Single,Prof-specialty,Single,Asian-Pac-Islander,0,0,25,Thailand,<=50K,24490
26137,20,Private,406641,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,35,United-States,<=50K,38456
26145,19,Private,163015,Bachelors Degree,10,Single,Sales,Single,White,0,0,20,United-States,<=50K,44581
26146,21,Private,75763,Bachelors Degree,10,Married-civ-spouse,Sales,Married,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,11010
26151,59,Private,170148,Bachelors Degree,10,Divorced,Other-service,Single,White,0,0,32,United-States,<=50K,31880
26155,27,Private,173611,Technical School,12,Single,Sales,Single,White,0,0,40,United-States,<=50K,14006
26157,31,Private,139822,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,97431
26161,24,Private,65743,Bachelors Degree,13,Single,Adm-clerical,Single,White,0,0,30,United-States,<=50K,18547
26162,28,Private,161087,Bachelors Degree,10,Single,Exec-managerial,Single,Black,0,0,45,Jamaica,<=50K,21212
26166,51,Private,316059,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,0,0,36,United-States,<=50K,24412
